"","CountyName","avg_CO","avg_CO_rate","sum_CO","n","CO_rate2","Customers_Served","avg_CO_rate2","ifelse(avg_CO_rate2 == avg_CO_rate, TRUE, FALSE)","RPL_THEMES","GEOID","X","count_nf","pct_pov","pct_unemp","pct_no_HS","number_over_65","pct_over_65","pct_under_17","pct_with_disability","pct_single_parent","pct_black","pct_asian","pct_white","pct_hispanic","pct_english_def","pct_multi_unit","pct_mobile_home","pct_overcrowded","pct_no_vehicle","pct_over65_alone","pct_insured","pct_own_occ","pct_SS","pct_PA_FS","tot_pop","median_HH_inc","median_home_value","RUCC_2013","X2013.code","Beneficiaries","EDB","count_hosp","EDB_per_65","pct_renter_occ","urban_rural","POP_DENSITY"
"47","Comanche",810.154056240453,0.110275712920237,285984.38185288,353,0.110275712920237,7346.62270400774,0.110275712920237,TRUE,0.4862,48093,41,2,12.1924548933844,1.99501246882793,15.4738271862919,3247,24.0002956611723,22.315026979082,19.0890673069708,3.77255330781848,0.59871387390051,0.606105403207924,69.4582009017666,27.9178061941016,3.0096402539384,4.79414951245937,19.4745395449621,3.93657736468015,4.6473482777474,26.1472128118263,85.8557814962107,79.9890650628759,43.7215236012393,10.6433388008019,13529,53516,105000,7,6,3288,171,1,5.26639975361873,20.0109349371241,0,5.570311726
"48","Concho",91.8526912181303,0.0752218950974906,32424,353,0.0752218950974906,1221.089831612,0.0752218950974906,TRUE,0.4466,48095,42,1,13.1578947368421,0.426439232409382,32.1401370906321,652,19.9632578077159,15.1867728107777,13.9863325740319,7.67543859649123,1.16350275566442,0.398040416411513,52.8475199020208,45.1316595223515,19.3883984867591,2.16216216216216,15.0750750750751,1.20614035087719,6.68859649122807,19.7852760736196,87.2892938496583,75.219298245614,43.421052631579,8.66228070175439,3266,47500,101500,8,6,717,59,1,9.04907975460123,24.780701754386,0,1.281832901
"49","Cooke",2385.71211577626,0.116072299419245,842156.376869021,353,0.116072299419245,20553.6732511797,0.116072299419245,FALSE,0.3004,48097,43,4,10.7224285062862,2.87432731877176,13.9352451433858,7269,18.1538922604331,23.8505531829874,13.7583383869012,6.98325841964693,2.79963037886167,0.859119402612322,75.3377787767538,18.1538922604331,3.82203162690968,7.61460302457467,12.1278355387524,3.41997264021888,4.99641717151977,22.5890769019122,85.6276531231049,69.3244739756368,35.5612012246759,10.5856296006775,40041,60202,161100,6,5,7713,360,2,4.95253817581511,30.6755260243632,0,17.6721364
"50","Coryell",2454.803640849,0.0821354949427567,866545.685219696,353,0.0821354949427567,29887.244760135,0.0821354949427567,TRUE,0.4229,48099,44,4,12.2300869097751,3.51230650414694,12.0332384460817,7404,9.83528161530287,23.1522316684378,17.9739632726959,8.74921602006989,12.7749734325186,1.95005313496281,58.6782678002125,18.2797555791711,1.48695167764145,18.1872681629136,6.52703360935217,2.70585073022131,4.60084221843921,29.0653700702323,89.2749374946116,57.9293970074366,27.4034584714631,11.5536242272198,75280,52893,114300,2,3,10910,476,1,6.42895732036737,42.0706029925634,1,27.62384408
"51","Cottle",0.295454545454545,0.000312117763002945,104,352,0.000312117763002945,946.612402357112,0.000312117763002945,TRUE,0.8182,48101,226,0,28.1471004243281,5.03715937241949,23.805060918463,341,20.7673568818514,31.2423873325213,21.6199756394641,12.022630834512,14.4945188794153,0,51.7661388550548,23.142509135201,1.27774041694687,19.1266375545852,4.36681222707424,2.97029702970297,10.1838755304102,46.6275659824047,88.1242387332521,56.1527581329562,45.4031117397454,31.2588401697313,1642,32305,46600,9,6,410,44,0,12.9032258064516,43.8472418670438,0,0.703981173
"52","Crane",37.2436260623229,0.0195751502049853,13147,353,0.0195751502049853,1902.59720473756,0.0195751502049853,TRUE,0.3953,48103,45,1,10.2040816326531,0.857387825092884,20.5031013094418,654,13.6193252811329,30.5705955851728,6.67233319167021,5.70021111893033,2.31153685964182,1.9783423573511,31.1328613077884,64.369012911287,8.98800090559203,2.4390243902439,15.0505651397977,5.41871921182266,1.97044334975369,18.6544342507645,84.9341266468338,85.6439127375088,22.8008444757213,7.31878958479944,4802,65969,100400,6,6,631,27,1,4.12844036697248,14.3560872624912,0,2.361655185
"53","Crockett",177.827195467422,0.0980904526087033,62773,353,0.0980904526087033,1812.88994737133,0.0980904526087033,TRUE,0.5652,48105,46,1,17.1344165435746,0,22.9535864978903,521,14.9540757749713,24.2824339839265,7.63604447045056,7.97636632200886,0.68886337543054,0,37.4282433983927,61.8828932261768,3.83222691611346,6.8719076415613,12.2594832325454,6.57311669128508,1.32939438700148,24.5681381957774,79.0228203627853,73.9290989660266,28.6558345642541,8.19793205317578,3484,47386,89600,7,6,708,29,0,5.56621880998081,26.0709010339734,0,0.479168081
"54","Crosby",17.0793201133144,0.006189275437651,6029,353,0.006189275437651,2759.50234972844,0.006189275437651,FALSE,0.8854,48107,47,2,20.1843765162542,3.18284424379233,23.9925273552175,1060,18.1631254283756,26.8677176148047,19.7464397360195,8.68510431829209,3.13570938999315,0.565455791638108,39.3934201507882,56.0143934201508,3.48879911861917,7.17227179135209,9.33424845573095,6.88985929160602,7.4235807860262,26.4150943396226,78.4126432789163,75.3032508491024,38.4764677341097,21.5914604560893,5836,40759,60800,2,3,1193,85,1,8.0188679245283,24.6967491508976,1,2.503105905
"55","Culberson",6.6685552407932,0.00858718823892993,2354,353,0.00858718823892993,776.570287647984,0.00858718823892993,TRUE,0.9763,48109,227,0,19.3103448275862,6.12612612612613,33.6842105263158,327,14.769647696477,28.8166214995483,20.4710144927536,5.51724137931035,0.13550135501355,0.587172538392051,25.3839205058717,71.0478771454381,7.51008064516129,8.36776859504132,18.698347107438,7.58620689655172,7.41379310344828,24.4648318042813,76.3586956521739,66.7241379310345,38.6206896551724,13.6206896551724,2214,37900,62400,9,6,498,41,1,12.5382262996942,33.2758620689655,0,0.224237966
"56","Dallam",4.86118980169972,0.00153582711043056,1716,353,0.00153582711043056,3165.19337931006,0.00153582711043056,FALSE,0.3794,48111,228,0,7.69881556683587,1.37588381425569,29.6386610507648,784,10.7338444687842,31.5169769989047,12.7237675571468,4.78003384094755,0.766703176341731,1.94414019715225,49.6440306681271,45.8242059145674,17.6950998185118,9.37394247038917,15.4653130287648,4.61082910321489,2.11505922165821,22.8316326530612,69.416138804737,64.424703891709,25,9.22165820642978,7304,58811,89200,7,6,1465,134,0,17.0918367346939,35.575296108291,0,1.876142207
"57","Dallas",46977.8976280829,0.0377949059822753,16583197.8627133,353,0.0377949059822753,1242969.03000934,0.0377949059822753,FALSE,0.6838,48113,48,82,13.5958661741752,3.27931233035292,20.6573692293317,272730,10.4619796629519,26.3664289868148,9.45946624604849,8.55095272103677,22.2561710067407,6.24389113679711,29.1340029491328,40.1797866251763,11.3962273225367,41.3810832040609,1.45199553171417,6.727053959698,6.83768141232586,26.4954350456495,78.992888354231,50.00533209241,21.0313882506536,11.991175656359,2606868,59607,174900,1,1,332563,11385,37,4.17445825541745,49.99466790759,1,1153.767311
"58","Dawson",259.42776203966,0.0448310499516945,91578,353,0.0448310499516945,5786.78755726653,0.0448310499516945,TRUE,0.8656,48115,49,1,23.1142989356779,2.76465265909319,30.0841167738743,1878,14.6569889955514,25.9892296885975,20.6326253953909,9.00046274872744,7.68750487785843,0.187309763521424,33.286505892453,57.4650745336767,4.13167618407793,5.32099479467901,7.71158665895508,5.09023600185099,10.5506709856548,27.6890308839191,83.3800271125169,69.2966219342897,35.631652012957,15.5714946783896,12813,43239,73400,7,5,2117,143,1,7.61448349307774,30.7033780657103,0,5.494940098
"59","Deaf Smith",43.5779233071086,0.00529653524506719,15383.0069274093,353,0.00529653524506719,8227.62830620149,0.00529653524506719,FALSE,0.8142,48117,50,1,16.0455655004068,2.49962803154293,26.1569233566688,2336,12.467976088813,31.3087105038429,11.1428879775523,9.9593165174939,0.635140905209223,0.629803586678053,24.6904355251921,72.833048676345,9.81792635091622,13.5096901966332,10.7653133399349,4.18226200162734,4.75183075671277,26.0702054794521,80.3421109432333,64.0358014646054,23.7103336045565,13.8649308380797,18736,49701,91100,6,5,2692,194,1,8.30479452054795,35.9641985353946,0,4.832913462
"60","Delta",121.62889973457,0.0454434408543714,42935.0016063033,353,0.0454434408543714,2676.48966380745,0.0454434408543714,TRUE,0.2885,48119,51,1,16.3081540770385,1.61135161135161,12.2398001665279,1056,20.1181177367118,23.2806248809297,18.0011576307158,4.00200100050025,8.78262526195466,0.533434939988569,80.758239664698,7.77290912554772,0.323101777059774,5.9887459807074,13.2636655948553,1.70085042521261,7.20360180090045,21.875,88.6938066756705,78.1890945472736,44.9724862431216,12.456228114057,5249,51038,87700,8,6,1294,104,0,9.84848484848485,21.8109054527264,0,7.890953452
"61","Denton",14672.1147939325,0.0377571438347301,5179256.52225819,353,0.0377571438347301,388591.755196184,0.0377571438347301,FALSE,0.0514,48121,52,19,7.24427951720882,2.80306236294387,7.49622311653626,82137,9.85066357088203,25.0548678255071,7.9539910887547,6.18546044675067,9.57890293132107,8.65268606489155,59.2487365408924,19.3006421034705,3.42791127186472,26.3492186943024,3.55071195712054,2.2792346733097,2.55763552229446,20.7580018749163,88.8021614407356,65.0665508960166,19.217927912097,5.24206747085922,833822,86913,277800,1,2,99586,3408,16,4.1491654187516,34.9334491039834,1,366.0172891
"62","DeWitt",389.750887984787,0.041301748851871,137582.06345863,353,0.041301748851871,9436.66790921206,0.041301748851871,FALSE,0.6047,48123,53,4,16.9977298524404,3.69660629288496,19.2422662495655,3943,19.3854473942969,22.6499508357915,17.0911855754087,4.72474460839955,9.28220255653884,0.00491642084562439,54.7836774827925,35.3588987217306,1.57786777468048,4.10722006052745,15.3264159100735,3.93019296254257,5.84562996594779,25.61501394877,85.7546298810623,72.772417707151,38.2803632236095,14.599886492622,20340,55357,117100,6,6,3850,144,1,3.65204159269592,27.227582292849,0,8.639738476
"63","Dickens",1.80736543909348,0.00159748389292486,638,353,0.00159748389292486,1131.38257424577,0.00159748389292486,FALSE,0.6561,48125,229,0,24.2603550295858,4.52069716775599,15.5582672361196,524,23.7857467090331,20.0635497049478,19.683908045977,5.68047337278106,2.67816613708579,0.499319110304131,66.9995460735361,29.822968679074,0.431241015812171,0.810611643330877,9.57995578481946,3.07692307692308,8.5207100591716,29.0076335877863,81.4176245210728,76.6863905325444,43.6686390532544,12.4260355029586,2203,42540,51100,8,6,579,50,0,9.54198473282443,23.3136094674556,0,0.943285272
"64","Dimmit",157.745042492918,0.0374255524053266,55684,353,0.0374255524053266,4214.90218192389,0.0374255524053266,FALSE,1,48127,54,1,29.6696315120712,6.58974358974359,33.5961657390229,1763,16.8902088522706,29.4021843264993,23.2616695719543,7.71918678526048,0.0383215175320943,1.40831576930446,10.9503736347959,86.9132017627898,6.78228553731806,7.94477138976913,20.8465368945224,7.78271918678526,10.7369758576874,30.1191151446398,79.4111950416425,66.2325285895807,45.9339263024142,30.4002541296061,10438,27161,72800,6,6,1904,75,1,4.25411230856495,33.7674714104193,0,3.032719522
"65","Donley",0.0793201133144476,4.43761155608024e-05,28,353,4.43761155608025e-05,1787.45057587941,4.43761155608025e-05,FALSE,0.1344,48129,55,1,15.3558052434457,1.42804833394361,11.3035551504102,776,23.2196289646918,19.9880311190904,13.2069703454601,5.46816479400749,5.47576301615799,0.359066427289048,80.8497905445841,11.0712148414123,0.755905511811024,5.48072457036693,19.5076637250348,1.87265917602996,2.24719101123596,33.3762886597938,85.9370223173341,70.2621722846442,39.1760299625468,7.34082397003745,3342,42961,68700,8,6,906,96,0,12.3711340206186,29.7378277153558,0,1.392107831
"66","Duval",825.088373617471,0.175516060133972,291256.195886967,353,0.175516060133972,4700.9280688484,0.175516060133972,FALSE,0.9881,48131,56,1,24.5229279407576,5.38568450312717,31.4350155060615,1978,17.5541356052538,25.7365992190273,23.2471638460108,10.5098262603247,1.31345402910898,0,9.34504792332269,89.3326233581825,6.30794227277072,3.20731051782835,13.9401540942483,7.03503275420108,12.8453432070635,27.5025278058645,77.9988841361354,65.4514383366562,43.5773283964682,31.9567074907434,11268,41186,49400,7,6,2405,121,0,6.11729019211325,34.5485616633438,0,2.42579001
"67","Eastland",966.149624954289,0.111150930320358,341050.817608864,353,0.111150930320358,8692.23156450123,0.111150930320358,FALSE,0.581,48133,57,4,18.037584719655,2.39484805795935,15.57869443332,4091,22.3882230613473,20.9215782849012,21.2770682953914,3.18853974121996,2.85667378098834,0.618398730367208,79.3192141410825,16.3574673014831,3.16555135292406,7.15386096668592,19.5166570383208,2.68022181146026,7.28589032655576,26.741627963823,82.7706829539145,76.6019716574245,41.6050523721503,14.4331484904498,18273,37276,73900,6,6,4801,282,1,6.89318015155219,23.3980283425755,0,7.614877027
"68","Ector",3199.68181818182,0.0454932136173729,1126288,352,0.0454932136173729,70333.1676037045,0.0454932136173729,TRUE,0.6877,48135,58,6,11.9474585950885,4.14368656422885,24.048417522532,15237,9.48878745041381,30.1751785725406,10.7892640518858,8.54368932038835,4.42710441589498,1.08856077071099,32.2925164560746,60.6797900099017,8.19521620269817,19.4543866559348,14.0376414981248,4.85056158385684,4.11003236245955,27.5447922819453,79.035546049289,64.8905387397677,21.5838568437084,11.0470207500476,160579,62973,140500,3,4,19889,1143,4,7.50147666863556,35.1094612602323,1,69.05666162
"69","Edwards",465.646300719618,0.440784564072758,164373.144154025,353,0.440784564072758,1056.40337405907,0.440784564072758,TRUE,0.2174,48137,230,0,14.0684410646388,0,27.9180887372014,586,30.5526590198123,14.8070907194995,29.4333683105981,0,0,0,43.274244004171,56.6214807090719,4.19389978213508,0.752314814814815,27.1990740740741,3.04182509505703,1.90114068441065,37.0307167235495,80.3252885624344,85.5513307984791,53.3586818757921,14.3219264892269,1918,40766,69200,9,6,547,27,0,4.60750853242321,14.4486692015209,0,0.34966439
"70","El Paso",42.8948863636364,0.000119403177984138,15099,352,0.000119403177984138,359244.092894536,0.000119403177984138,FALSE,0.9249,48141,59,21,19.8468189780478,3.60003035198821,21.5336414192841,99552,11.9072508976607,27.4503565525045,13.7440402123964,9.81551190786776,2.96269893859546,1.13747545038526,11.9738727510639,82.5624176197459,14.2816441762283,24.243416942192,5.51028196459992,5.09112593641683,6.96619581826991,22.1803680488589,79.690891842945,61.130036152212,27.0720435317357,21.2720360776713,836062,46871,121500,2,3,131611,6849,18,6.87982160077146,38.869963847788,1,318.5850507
"71","Ellis",3882.57759363474,0.0506010691999183,1370549.89055306,353,0.0506010691999183,76729.161162488,0.0506010691999183,TRUE,0.1225,48139,60,9,8.50855916380198,2.26950247554643,13.8074227874384,21930,12.619984807679,26.7925787813917,11.8009830288417,6.63967752630569,9.79904702713901,0.635315240660175,60.8297078931013,26.2280459452616,3.5778837434534,11.1613363144422,9.85872136353326,3.70984347461916,2.56164168426196,21.0031919744642,84.9386766206065,74.3748582197637,27.5184532430593,8.27298584815119,173772,76871,191400,1,2,30306,1282,3,5.84587323301414,25.6251417802363,1,71.70739147
"72","Erath",918.82408327349,0.0504777957036656,324344.901395542,353,0.0504777957036656,18202.5397596109,0.0504777957036656,TRUE,0.2846,48143,61,3,18.940787054064,2.17933300090928,11.7360623942558,5875,14.0412514041251,20.9148920914892,12.5057460140808,4.01618242000736,1.85464018546402,0.881910088191009,74.5608374560837,21.0821921082192,2.37355472928233,18.4093284197789,15.7967108519883,3.15557190143435,5.5829349025377,22.0255319148936,83.2192195098348,63.4277307833762,28.076498712762,9.10628907686649,41841,52742,159900,4,5,6646,306,1,5.20851063829787,36.5722692166238,0,14.91435837
"73","Falls",1063.08219656873,0.15271941479759,375268.015388762,353,0.15271941479759,6961.01538876185,0.15271941479759,FALSE,0.8972,48145,62,2,26.5820350067321,2.21175799086758,23.0895241215497,3095,17.9191755442334,21.259842519685,22.4140152003092,7.63608386228121,24.1083835108847,0.474756831866605,51.2447892542844,23.1588698471515,2.02107338714647,8.19946022362164,12.877522169387,4.6355068282362,9.63646855164455,28.0452342487884,82.7772768259693,72.3985381804193,41.7772648586267,18.7920753991152,17272,39497,75300,2,3,3073,142,1,4.58804523424879,27.6014618195807,1,8.71203427
"74","Fannin",307.948863382469,0.0184693597627016,108705.948774012,353,0.0184693597627016,16673.4996415178,0.0184693597627016,TRUE,0.2095,48147,63,5,13.2899702882839,1.97211226418459,14.5417095777549,6398,18.5250600804934,21.1888699076353,15.3666319148264,4.48887818196418,5.62874598256942,0.63699800214263,78.7879665286504,11.2922373107103,1.86297527212855,7.99225663716814,14.2007743362832,2.79450734762708,4.17570063438529,26.461394185683,83.7582535620636,73.2112743917128,37.9747851923231,11.6116598410022,34537,54648,123100,6,6,7587,463,1,7.23663644889028,26.7887256082872,0,14.96889577
"75","Fayette",45.1558073654391,0.00369192001533472,15940,353,0.00369192001533472,12230.9820304558,0.00369192001533472,TRUE,0.1146,48149,64,5,12.2714833059661,1.85590050041296,13.9103301034653,6187,24.6092040889384,20.5123105683943,15.0732022971771,4.37876299945265,6.54309693329621,0.473330416451215,71.2262837595959,20.9856409848455,1.81376450383278,4.933152212769,13.8843211553585,2.1455938697318,4.75095785440613,20.8016809439147,89.0398770524954,81.663929939792,41.1056376573618,8.15544608648057,25141,60189,182100,6,6,7291,217,1,3.50735412962664,18.336070060208,0,10.21860235
"76","Fisher",10.4617563739377,0.00488045703606379,3693,353,0.00488045703606379,2143.60177676625,0.00488045703606379,TRUE,0.1186,48151,231,0,19.5502810743285,2.53246753246753,13.8587971610011,880,22.8215767634855,22.5622406639004,18.6034392912976,4.2473454091193,2.64522821576763,0.311203319502075,61.7738589211618,32.7022821576764,2.25035161744022,6.56108597285068,6.10859728506787,3.93504059962523,4.49718925671455,40.5681818181818,87.441375716519,73.6414740787008,39.787632729544,11.1180512179888,3856,46146,66900,8,6,844,47,1,5.34090909090909,26.3585259212992,0,1.656163812
"77","Floyd",0.0963203653740199,3.16773038719007e-05,34.001088977029,353,3.16773038719007e-05,3040.67435042857,3.16773038719007e-05,TRUE,0.7905,48153,65,1,15.1915455746367,2.977949533985,25.8355437665783,1081,18.628295709116,26.8137170429088,12.1574748525841,6.82518714222809,2.87782181630191,0.172324659658797,36.8085473031191,58.6765466138204,5.66384700257448,7.70524899057873,4.40780619111709,4.66754733597534,5.54821664464993,28.1221091581869,78.5293097467915,74.8568912373404,37.8247468075738,16.1602818141788,5803,50580,64300,6,6,1235,70,1,6.47548566142461,25.1431087626596,0,2.258295378
"78","Foard",1.35694050991501,0.0019014321051386,479,353,0.0019014321051386,713.641316062717,0.0019014321051386,FALSE,0.1976,48155,66,1,11.2570356472795,5.26793823796549,18.1430096051227,345,27.0588235294118,18.1176470588235,20.0968523002421,3.93996247654784,2.27450980392157,0,72.078431372549,22.2745098039216,2.12244897959184,7.78923253150057,12.4856815578465,0.75046904315197,5.0656660412758,28.4057971014493,85.3107344632768,83.1144465290807,46.3414634146341,15.3846153846154,1275,43625,46400,9,6,346,11,0,3.18840579710145,16.8855534709193,0,0.698868085
"79","Fort Bend",22846.4885714286,0.0717304039628942,7996271,350,0.0717304039628942,318504.947821665,0.0717304039628942,TRUE,0.0949,48157,67,14,7.0496840883964,3.41745094580432,9.38595829142961,81346,10.6279902899683,27.6549071458621,7.21225945980078,6.63603536192162,20.1166980666167,20.0217143066186,33.0892324737325,24.4971870696661,5.29178641997485,10.8992572752453,2.94149204620869,3.13137130438072,2.21999890702572,15.057900818725,88.337648191706,77.1736525939222,21.5042689053022,7.42676021405481,765394,97743,265900,1,2,96603,2700,12,3.31915521353232,22.8263474060778,1,342.9252076
"80","Franklin",118.137279682796,0.0222531245244185,41702.459728027,353,0.0222531245244185,5308.79515607631,0.0222531245244185,TRUE,0.1621,48159,68,1,7.96973518284994,3.83890720678285,8.65688023048429,2324,21.6871967151922,24.1694662187383,18.0097909998117,4.71626733921816,4.36730123180291,0.0466592011944756,78.6674132138858,14.4643523702874,2.05533596837945,4.77089411360906,10.3312167496139,4.23707440100883,2.97604035308953,27.0223752151463,85.9254377706647,78.7137452711223,42.6986128625473,13.3417402269861,10716,53783,126200,7,6,2247,139,0,5.98106712564544,21.2862547288777,0,14.54850939
"81","Freestone",1079.50424936649,0.119303557039586,381065.000026369,353,0.119303557039586,9048.38276538807,0.119303557039586,FALSE,0.6285,48161,69,3,16.3361941402782,2.01689146602798,17.398490837226,3866,19.6104291366542,22.7554022522066,19.0779630963595,4.42438591299201,15.0806533428021,0.446383280917115,66.6024145277468,15.4966014000203,2.53001022770092,3.89678778304371,26.3928383359663,3.12222551050607,5.38620893755549,27.703052250388,85.8536044771984,77.4489493933116,42.5569695176088,14.1018052678307,19714,49471,111800,7,6,4203,224,1,5.7941024314537,22.5510506066884,0,8.671929348
"82","Frio",777.1388101983,0.127790536018559,274330,353,0.127790536018559,6081.34870085715,0.127790536018559,TRUE,0.9644,48163,70,1,22.9414354909731,3.03164837952686,33.8420756687284,2468,12.4201097076141,23.8639222988274,16.5602655771195,11.2285336856011,3.175481857984,0.805193498062503,16.2699411202255,79.2763323436163,13.3505598621878,7.6756215584849,19.4727181711997,6.27476882430647,8.30030823425804,19.7325769854133,78.4537793667007,69.0444738000881,40.7970057243505,22.1268163804491,19871,46729,82200,6,6,2800,97,1,3.93030794165316,30.9555261999119,0,6.768620035
"83","Gaines",35.0481586402266,0.00450388013588794,12372,353,0.00450388013588794,7781.76984794842,0.00450388013588794,TRUE,0.6522,48165,71,1,14.9174122505162,3.38483650736615,38.1835851223606,1820,8.78972278566599,36.008886313146,12.0551536631548,6.28011011699931,2.17328310634599,0.492610837438424,55.5056505360765,41.4903892591519,10.1334490615168,5.56837409629288,22.6888171050608,6.19408121128699,5.64349621472815,28.1868131868132,66.2523668495412,77.3055746730902,22.849277357192,6.79628355127323,20706,63054,150900,7,6,1968,124,1,6.81318681318681,22.6944253269098,0,5.321367228
"84","Galveston",21822.0821529745,0.134211213735867,7703195,353,0.134211213735867,162595.073433441,0.134211213735867,TRUE,0.2569,48167,72,13,11.8290815066124,3.99134563835491,10.9877356419184,46434,13.9489613530198,24.4120341859801,13.2082953328839,7.18803010589766,12.3481082055364,3.25637983087252,57.3615512864803,24.6340327740811,3.59228784514075,20.6842159172386,5.03055754720202,2.76107972792701,5.13101335660996,25.3499590817074,86.0932081123207,67.5200513842455,29.5121790543323,11.354765394687,332885,73330,199200,1,2,60660,2274,3,4.89727354955421,32.4799486157545,1,339.2114001
"85","Garza",14.8636363636364,0.00719459529496862,5232,352,0.00719459529496862,2065.94474800145,0.00719459529496862,TRUE,0.6601,48169,73,1,20.7388204795852,0.964812712826334,38.4342426258594,834,13.7397034596376,15.8484349258649,17.1102661596958,3.3700583279326,5.63426688632619,1.96046128500824,39.6540362438221,52.2240527182867,20,6.2133072407045,13.307240704501,2.52754374594945,4.66623460790668,22.3021582733813,85.1473384030418,70.5119896305898,39.4037589112119,15.3596889176928,6070,49627,78800,6,6,878,90,0,10.7913669064748,29.4880103694102,0,2.623241765
"86","Gillespie",4041.52407932011,0.282261870025405,1426658,353,0.282261870025405,14318.349407082,0.282261870025405,TRUE,0.0988,48171,74,4,7.94838227043202,2.46857142857143,11.0415480933409,7758,29.3208360104312,20.1443743149779,13.9334533062756,3.64690480643351,0.079368078914547,0.120941834536453,74.7004799879058,23.1754790430477,5.16644791790956,8.43446601941748,11.6580703883495,3.58144754067701,4.40433888161586,26.1278680072184,80.5988436650458,72.4424911165139,48.6253974191135,5.09631569104171,26459,59155,286900,7,5,8514,256,1,3.29981954111885,27.5575088834861,0,9.653998462
"87","Glasscock",153.0180313051,0.283586000431376,54015.3650507002,353,0.283586000431376,539.582458486444,0.283586000431376,FALSE,0.0632,48173,232,0,8.6848635235732,0,30.5524239007892,149,9.86754966887417,22.7152317880795,4.03973509933775,3.97022332506203,0,0,56.2251655629139,43.7748344370861,15.4910096818811,1.34099616858238,11.6858237547893,6.20347394540943,0,13.4228187919463,79.5364238410596,65.7568238213399,21.3399503722084,3.97022332506203,1510,78456,229200,8,5,166,11,0,7.38255033557047,34.2431761786601,0,0.647637011
"88","Goliad",452.62067228604,0.123964253933404,159775.097316972,353,0.123964253933404,3651.21926623457,0.123964253933404,TRUE,0.2806,48175,75,1,18.3718371837184,2.64187866927593,17.0084666039511,1664,21.9960343688037,21.6523463317911,15.3269024651661,3.52035203520352,4.91738268341044,0.727032385988103,58.2683410442829,35.8493060145407,2.28241440945965,2.86396181384248,17.1837708830549,1.57682434910158,8.54418775210854,25,90.2733118971061,80.01466813348,39.2372570590392,15.8415841584158,7565,60690,137800,3,4,1465,58,0,3.48557692307692,19.98533186652,1,3.428198108
"89","Gonzales",89.7524957635938,0.00910290431472622,31682.6310045486,353,0.00910290431472622,9859.7648245513,0.00910290431472622,TRUE,0.8735,48177,76,2,13.3215643671917,1.95639664983057,23.3029306220096,3393,16.3667936906083,27.0416284790893,16.8508557457213,8.86746333514394,6.46857363368868,0.366600742848874,41.6525975592108,50.7356133326902,7.94650291423813,9.63547454989998,23.7608357412758,9.81803367734927,6.51819663226507,24.4031830238727,81.4034229828851,67.3003802281369,35.5784899511135,18.237370994025,20731,53577,121300,6,6,4161,152,1,4.4798113763631,32.6996197718631,0,7.503877915
"90","Gray",23.0084985835694,0.00217966066957834,8122,353,0.00217966066957834,10556.0002548564,0.00217966066957834,TRUE,0.6324,48179,77,3,15.0558092338914,3.06163945854877,19.8188454778964,3546,15.8232931726908,25.5912539045069,16.1226746142383,4.83257229832572,4.30611334225792,0.669344042838019,63.3154841588577,28.995983935743,3.40848997644344,8.88334995014955,4.96510468594217,3.05682394723491,5.08625063419584,30.5978567399887,80.6806710570591,73.5413495687468,35.1471334348047,15.8041603247083,22410,47952,77600,6,5,4065,347,1,9.78567399887197,26.4586504312532,0,9.344268057
"91","Grayson",2007.91070545844,0.0309500948166053,708792.479026831,353,0.0309500948166053,64875.7529615438,0.0309500948166053,TRUE,0.2688,48181,78,12,13.5055929335039,2.8153196762576,11.2715290280939,22943,17.5118689605691,23.737921138199,17.0149276747988,6.92615676724316,5.24447768940724,1.57387760086708,75.4125513303922,13.416123467721,2.24452718281287,15.284701005878,10.4697075271123,2.92648697733933,4.76740826350766,25.7943599354923,82.5563643092866,67.6022619391588,34.5007636108474,11.891691088455,131014,54815,137400,3,4,29781,1609,7,7.01303229743277,32.3977380608412,1,54.22705891
"92","Gregg",229.127508032515,0.00376439357911087,80882.0103354779,353,0.00376439357911087,60867.0435801334,0.00376439357911087,TRUE,0.6719,48183,79,10,16.2274527056753,2.84014321819714,15.9243808020446,18617,15.0814545984787,25.8702397057751,14.3428170293595,8.27540695116586,19.7864601475985,1.27751269816839,57.5067034987808,18.7130902521812,3.7070722087644,24.8305133572759,9.19933165607175,2.94544654641443,6.5618125824901,25.5948863941559,81.5352851302804,59.1421029476463,31.3880334359877,15.2969643642763,123443,50180,136700,3,4,29284,1586,4,8.5190954503948,40.8578970523537,1,174.341666
"93","Grimes",492.209631728045,0.0407966348869253,173750,353,0.0407966348869253,12064.9566586138,0.0407966348869253,TRUE,0.7194,48185,80,2,15.3590056597492,2.98995875918953,19.3735015115188,4741,16.9418238993711,22.545025728988,14.5217745217745,9.00011097547442,14.8799313893654,0.196540880503145,58.5012864493997,24.1602344196684,2.94095410901943,6.26931567328918,22.4105960264901,4.00621462656753,3.41804461214072,23.138578358996,86.048026048026,76.4842969703695,36.222394850738,13.8497392076351,27984,52913,148500,6,6,6319,267,1,5.63172326513394,23.5157030296305,0,13.72081337
